#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
E2F2	TFDP3	9606.ENSP00000355249	9606.ENSP00000385461	0	0	0	0	0.070	0.419	0	0.673	0.807
E2F2	RBL1	9606.ENSP00000355249	9606.ENSP00000362768	0	0	0	0	0.099	0.740	0.900	0.389	0.983
F10	F9	9606.ENSP00000364709	9606.ENSP00000218099	0	0	0.082	0.915	0.143	0	0.900	0.476	0.953
FAHD2A	FAHD2B	9606.ENSP00000233379	9606.ENSP00000410470	0	0	0.047	0.986	0.128	0.698	0	0.050	0.729
FCGR1A	LOC102723407	9606.ENSP00000358165	9606.ENSP00000478289	0	0	0	0	0	0	0.900	0.260	0.922
FOLH1	FOLR3	9606.ENSP00000256999	9606.ENSP00000481114	0	0	0	0	0	0	0	0.797	0.797
GAD1	SYT1	9606.ENSP00000350928	9606.ENSP00000261205	0	0	0	0	0.173	0	0.500	0.441	0.748
GAD1	SST	9606.ENSP00000350928	9606.ENSP00000287641	0	0	0	0	0.135	0	0	0.859	0.873
GAD1	GOT1	9606.ENSP00000350928	9606.ENSP00000359539	0	0	0	0	0.057	0	0.800	0.244	0.845
GC	TTR	9606.ENSP00000421725	9606.ENSP00000237014	0	0	0	0	0.728	0	0	0.645	0.899
GC	HP	9606.ENSP00000421725	9606.ENSP00000348170	0	0	0	0	0.255	0.238	0	0.848	0.906
GLRA1	GLRB	9606.ENSP00000411593	9606.ENSP00000264428	0	0	0.083	0.903	0.061	0.410	0.500	0.375	0.812
GTF2H3	POLR2J	9606.ENSP00000445162	9606.ENSP00000292614	0	0	0	0	0.054	0.897	0.500	0.084	0.949
H2AB2	H3C12	9606.ENSP00000346509	9606.ENSP00000352252	0	0	0	0	0.128	0.914	0	0.450	0.955
H3C12	LMNB1	9606.ENSP00000352252	9606.ENSP00000261366	0	0	0	0	0.092	0	0	0.741	0.755
H3C12	HOXB1	9606.ENSP00000352252	9606.ENSP00000355140	0	0	0	0	0	0	0.500	0.453	0.714
H3C12	INCENP	9606.ENSP00000352252	9606.ENSP00000378295	0	0	0	0	0.093	0.168	0	0.776	0.816
HBE1	HP	9606.ENSP00000292896	9606.ENSP00000348170	0	0	0	0	0.088	0.106	0.540	0.495	0.785
HP	LTF	9606.ENSP00000348170	9606.ENSP00000231751	0	0	0	0	0.260	0.052	0	0.752	0.811
HP	TTR	9606.ENSP00000348170	9606.ENSP00000237014	0	0	0	0	0.085	0	0	0.865	0.871
HP	HPR	9606.ENSP00000348170	9606.ENSP00000441828	0	0	0.049	0.982	0.906	0.432	0	0.385	0.964
HPRT1	PDE9A	9606.ENSP00000298556	9606.ENSP00000291539	0	0	0	0	0	0	0.900	0.086	0.904
IGHD	LOC102723407	9606.ENSP00000478893	9606.ENSP00000478289	0	0	0	0	0.067	0.266	0.540	0.436	0.798
INCENP	PRC1	9606.ENSP00000378295	9606.ENSP00000377793	0	0	0	0	0.718	0.292	0	0.521	0.896
INHBA	LOC102723407	9606.ENSP00000242208	9606.ENSP00000478289	0	0	0	0	0	0.800	0	0.056	0.803
LTF	TTR	9606.ENSP00000231751	9606.ENSP00000237014	0	0	0	0	0.088	0	0.400	0.670	0.803
MRPS15	RPS4Y1	9606.ENSP00000362208	9606.ENSP00000250784	0	0	0	0	0.595	0.506	0	0.115	0.807
MRPS15	MRPS16	9606.ENSP00000362208	9606.ENSP00000362036	0.061	0	0	0	0.841	0.993	0.900	0.591	0.999
NEFL	SYT1	9606.ENSP00000482169	9606.ENSP00000261205	0	0	0	0	0.207	0.053	0	0.647	0.711
NELL1	ROBO3	9606.ENSP00000298925	9606.ENSP00000380903	0	0	0	0	0	0.919	0	0.125	0.926
PNOC	SST	9606.ENSP00000301908	9606.ENSP00000287641	0	0	0	0	0.092	0	0.500	0.500	0.753
PNOC	TAC1	9606.ENSP00000301908	9606.ENSP00000321106	0	0	0	0	0.091	0	0	0.740	0.754
POLR2J	POLR2J3	9606.ENSP00000292614	9606.ENSP00000483328	0	0	0.050	0.980	0	0	0.900	0.052	0.902
POLR2J	POLR2J2	9606.ENSP00000292614	9606.ENSP00000330898	0	0	0.050	0.980	0.055	0.192	0.900	0.052	0.918
POLR2J2	POLR2J3	9606.ENSP00000330898	9606.ENSP00000483328	0	0	0.048	0.984	0	0	0.900	0	0.900
RPA3	RPA4	9606.ENSP00000223129	9606.ENSP00000362131	0	0	0	0	0.323	0.737	0.900	0.996	0.999
RPA4	TOP3B	9606.ENSP00000362131	9606.ENSP00000381773	0	0	0	0	0	0	0.650	0.304	0.746
RPS4Y1	RSRC1	9606.ENSP00000250784	9606.ENSP00000481697	0	0	0	0	0.606	0.548	0	0.166	0.838
RPS4Y1	USP9Y	9606.ENSP00000250784	9606.ENSP00000342812	0	0	0	0	0.793	0	0	0.801	0.957
SST	TAC1	9606.ENSP00000287641	9606.ENSP00000321106	0	0	0	0	0.210	0	0	0.961	0.968
ST3GAL1	ST6GALNAC5	9606.ENSP00000428540	9606.ENSP00000417583	0	0	0.151	0.588	0	0	0.900	0.221	0.928
SYNGR3	SYT1	9606.ENSP00000248121	9606.ENSP00000261205	0	0	0	0	0.180	0	0	0.666	0.715
TEAD3	WWTR1	9606.ENSP00000345772	9606.ENSP00000419465	0	0	0	0	0.083	0.880	0.900	0.583	0.994
