#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCK	GRP	9606.ENSP00000379472	9606.ENSP00000256857	0	0	0	0	0.125	0	0.400	0.951	0.972
CCK	SST	9606.ENSP00000379472	9606.ENSP00000287641	0	0	0	0	0.188	0	0	0.921	0.933
CCK	TAC1	9606.ENSP00000379472	9606.ENSP00000321106	0	0	0	0	0.141	0	0.400	0.858	0.920
CCK	NPY	9606.ENSP00000379472	9606.ENSP00000384364	0	0	0	0	0.139	0	0	0.906	0.916
CCK	CCKBR	9606.ENSP00000379472	9606.ENSP00000435534	0	0	0	0	0.184	0.994	0.700	0.999	0.999
CCL2	PF4	9606.ENSP00000225831	9606.ENSP00000296029	0	0	0	0	0	0.994	0	0.745	0.998
CCL2	CXCR4	9606.ENSP00000225831	9606.ENSP00000386884	0	0	0	0	0.117	0	0.650	0.994	0.998
CCL2	CCR5	9606.ENSP00000225831	9606.ENSP00000292303	0	0	0	0	0.087	0.309	0.650	0.997	0.999
CCL2	CCR1	9606.ENSP00000225831	9606.ENSP00000296140	0	0	0	0	0.264	0.287	0.650	0.996	0.999
CCNB1	PRC1	9606.ENSP00000256442	9606.ENSP00000377793	0	0	0	0	0.825	0.356	0	0.452	0.932
CCNB1	SFN	9606.ENSP00000256442	9606.ENSP00000340989	0	0	0	0	0.056	0.099	0.900	0.644	0.965
CCR1	CCR5	9606.ENSP00000296140	9606.ENSP00000292303	0	0	0.060	0.955	0.411	0.069	0.900	0.982	0.998
CCR1	CXCR4	9606.ENSP00000296140	9606.ENSP00000386884	0	0	0	0.810	0.154	0	0.500	0.869	0.939
CCR5	GNG13	9606.ENSP00000292303	9606.ENSP00000248150	0	0	0	0	0.048	0.120	0.900	0	0.908
CCR5	GNG3	9606.ENSP00000292303	9606.ENSP00000294117	0	0	0	0	0	0.120	0.900	0	0.908
CCR5	PPBP	9606.ENSP00000292303	9606.ENSP00000296028	0	0	0	0	0.162	0	0.650	0.744	0.918
CCR5	PF4	9606.ENSP00000292303	9606.ENSP00000296029	0	0	0	0	0.083	0	0.650	0.829	0.940
CCR5	GNG2	9606.ENSP00000292303	9606.ENSP00000334448	0	0	0	0	0.066	0.816	0.900	0.125	0.982
CCR5	CXCR4	9606.ENSP00000292303	9606.ENSP00000386884	0	0	0	0.813	0.101	0.628	0.500	0.984	0.996
CD163	CD68	9606.ENSP00000352071	9606.ENSP00000250092	0	0	0	0	0.203	0	0	0.902	0.919
CD163	VSIG4	9606.ENSP00000352071	9606.ENSP00000363869	0	0	0	0	0.785	0	0	0.725	0.938
CFAP52	CFAP53	9606.ENSP00000339449	9606.ENSP00000381553	0	0	0	0	0.262	0.821	0	0.634	0.947
CHGA	SST	9606.ENSP00000216492	9606.ENSP00000287641	0	0	0	0	0.427	0	0	0.868	0.921
CHGA	SYP	9606.ENSP00000216492	9606.ENSP00000263233	0	0	0	0	0.216	0	0	0.918	0.932
CHGA	ENO2	9606.ENSP00000216492	9606.ENSP00000437402	0	0	0	0	0.083	0	0	0.939	0.941
CHGA	SCG2	9606.ENSP00000216492	9606.ENSP00000304133	0	0	0	0	0.252	0.087	0	0.939	0.954
CHGA	SCG3	9606.ENSP00000216492	9606.ENSP00000220478	0	0	0	0	0.360	0	0	0.985	0.990
CHGA	CHGB	9606.ENSP00000216492	9606.ENSP00000368244	0	0	0	0	0.646	0.400	0	0.978	0.994
CHGB	SCG3	9606.ENSP00000368244	9606.ENSP00000220478	0	0	0	0	0.422	0	0	0.895	0.937
CHGB	SCG2	9606.ENSP00000368244	9606.ENSP00000304133	0	0	0	0	0.550	0	0	0.971	0.986
CHPF	CHSY3	9606.ENSP00000243776	9606.ENSP00000302629	0	0	0.115	0.618	0.067	0.260	0.900	0.302	0.949
CHRFAM7A	CHRNA7	9606.ENSP00000299847	9606.ENSP00000407546	0	0	0.048	0.985	0.086	0.929	0.540	0.089	0.969
CHRM1	CHRM3	9606.ENSP00000306490	9606.ENSP00000255380	0	0	0.055	0.949	0.090	0	0.900	0.083	0.910
CHRM1	LPAR1	9606.ENSP00000306490	9606.ENSP00000363553	0	0	0	0	0.058	0	0.900	0.187	0.916
CHRNA7	CHRNB2	9606.ENSP00000407546	9606.ENSP00000357461	0	0	0.081	0.863	0.104	0.109	0.900	0.119	0.923
CISH	STAT4	9606.ENSP00000409346	9606.ENSP00000351255	0	0	0	0	0.062	0.107	0.900	0.574	0.959
CNR1	GNG2	9606.ENSP00000358513	9606.ENSP00000334448	0	0	0	0	0.099	0.827	0.650	0	0.940
COPS7A	TESPA1	9606.ENSP00000446039	9606.ENSP00000400892	0	0	0	0	0	0	0.900	0	0.900
CP	HMOX1	9606.ENSP00000264613	9606.ENSP00000216117	0	0	0	0	0	0.063	0.900	0.434	0.942
CP	LTF	9606.ENSP00000264613	9606.ENSP00000231751	0	0	0	0	0.136	0.292	0	0.957	0.971
CPLX1	STX1A	9606.ENSP00000305613	9606.ENSP00000222812	0	0	0	0	0.133	0.972	0.800	0.933	0.999
CPLX1	SNAP25	9606.ENSP00000305613	9606.ENSP00000254976	0	0	0	0	0.257	0.963	0.800	0.910	0.999
CPLX1	STXBP1	9606.ENSP00000305613	9606.ENSP00000362399	0	0	0	0	0.125	0	0.800	0.613	0.926
CRH	VIP	9606.ENSP00000276571	9606.ENSP00000356213	0	0	0	0	0.148	0	0.400	0.861	0.922
CRH	GNG2	9606.ENSP00000276571	9606.ENSP00000334448	0	0	0	0	0.043	0.941	0	0.067	0.942
CRH	NPY	9606.ENSP00000276571	9606.ENSP00000384364	0	0	0	0	0.138	0	0	0.946	0.951
CRYAB	HSPB1	9606.ENSP00000433560	9606.ENSP00000248553	0	0	0	0.873	0.147	0.875	0	0.484	0.940
CXCR4	GNG13	9606.ENSP00000386884	9606.ENSP00000248150	0	0	0	0	0	0.120	0.900	0	0.908
CXCR4	GNG3	9606.ENSP00000386884	9606.ENSP00000294117	0	0	0	0	0	0.120	0.900	0.075	0.911
CXCR4	PPBP	9606.ENSP00000386884	9606.ENSP00000296028	0	0	0	0	0.133	0	0.650	0.889	0.963
CXCR4	GNG2	9606.ENSP00000386884	9606.ENSP00000334448	0	0	0	0	0.067	0.120	0.900	0.118	0.917
CYP17A1	STAR	9606.ENSP00000358903	9606.ENSP00000276449	0	0	0	0	0.141	0	0	0.945	0.950
DHRS11	HSD17B1	9606.ENSP00000482704	9606.ENSP00000225929	0	0	0.277	0	0	0	0.900	0.964	0.997
DLX5	DLX6	9606.ENSP00000498116	9606.ENSP00000428480	0	0	0.074	0.806	0.575	0	0.800	0.318	0.939
DYNC1I1	TUBB2A	9606.ENSP00000320130	9606.ENSP00000369703	0	0	0	0	0.077	0.248	0.650	0.708	0.919
EFNA1	EPHA5	9606.ENSP00000357392	9606.ENSP00000480763	0	0	0	0	0.087	0.098	0.650	0.945	0.982
EFNA3	EPHA5	9606.ENSP00000357393	9606.ENSP00000480763	0	0	0	0	0.087	0.098	0.650	0.954	0.985
EFNB3	EPHB4	9606.ENSP00000226091	9606.ENSP00000350896	0	0	0	0	0.107	0.241	0.900	0.968	0.997
EGFR	TLR2	9606.ENSP00000275493	9606.ENSP00000260010	0	0	0	0	0	0.733	0	0.759	0.933
EGFR	IGLL5	9606.ENSP00000275493	9606.ENSP00000431254	0	0	0	0	0	0.908	0	0.126	0.916
EGFR	HSPA1B	9606.ENSP00000275493	9606.ENSP00000364801	0	0	0	0	0.054	0.833	0	0.555	0.923
EGFR	FGF9	9606.ENSP00000275493	9606.ENSP00000371790	0	0	0	0	0.062	0	0.650	0.798	0.928
EGFR	FOS	9606.ENSP00000275493	9606.ENSP00000306245	0	0	0	0	0.086	0.591	0.400	0.765	0.940
EGFR	SH3GL2	9606.ENSP00000275493	9606.ENSP00000369981	0	0	0	0	0	0.814	0.650	0.604	0.972
EGFR	IGF1	9606.ENSP00000275493	9606.ENSP00000376637	0	0	0	0	0	0	0.900	0.919	0.991
EGFR	MET	9606.ENSP00000275493	9606.ENSP00000317272	0	0	0	0.582	0.250	0.806	0	0.978	0.996
EGR1	EGR2	9606.ENSP00000239938	9606.ENSP00000242480	0	0	0	0.837	0.804	0.049	0.800	0.538	0.980
EGR1	FOSB	9606.ENSP00000239938	9606.ENSP00000245919	0	0	0	0	0.798	0.066	0.500	0.880	0.987
EGR1	FOS	9606.ENSP00000239938	9606.ENSP00000306245	0	0	0	0	0.825	0.066	0.500	0.951	0.995
EGR2	FOSB	9606.ENSP00000242480	9606.ENSP00000245919	0	0	0	0	0.676	0.066	0.500	0.698	0.948
EGR2	FOS	9606.ENSP00000242480	9606.ENSP00000306245	0	0	0	0	0.513	0.066	0.500	0.858	0.963
ENO2	SYP	9606.ENSP00000437402	9606.ENSP00000263233	0	0	0	0	0.086	0	0	0.906	0.910
ENO2	PGAM2	9606.ENSP00000437402	9606.ENSP00000297283	0.057	0	0	0	0.410	0.094	0.925	0.457	0.975
ENO2	PCK1	9606.ENSP00000437402	9606.ENSP00000319814	0	0	0	0	0	0	0.936	0.340	0.956
ENTPD3	HPRT1	9606.ENSP00000301825	9606.ENSP00000298556	0	0	0	0	0	0	0.900	0.130	0.909
EPHA5	NGEF	9606.ENSP00000480763	9606.ENSP00000264051	0	0	0	0	0.086	0.070	0.900	0.276	0.930
EPHB4	NGEF	9606.ENSP00000350896	9606.ENSP00000264051	0	0	0	0	0	0.070	0.900	0.277	0.926
EVI2A	EVI2B	9606.ENSP00000247270	9606.ENSP00000333779	0	0	0.360	0	0.783	0	0	0.973	0.995
FGF14	SCN8A	9606.ENSP00000365301	9606.ENSP00000346534	0	0	0	0	0.109	0.660	0	0.886	0.962
FOS	FOSB	9606.ENSP00000306245	9606.ENSP00000245919	0	0	0.066	0.861	0.826	0.359	0.900	0.984	0.999
FOS	FOSL2	9606.ENSP00000306245	9606.ENSP00000264716	0	0	0	0.895	0.132	0	0.900	0.984	0.998
FOSB	FOSL2	9606.ENSP00000245919	9606.ENSP00000264716	0	0	0	0.857	0.176	0	0.900	0.984	0.998
FPR1	FPR3	9606.ENSP00000471493	9606.ENSP00000341821	0	0	0.062	0.956	0.125	0	0.900	0.404	0.944
GABBR2	GABRA1	9606.ENSP00000259455	9606.ENSP00000393097	0	0	0	0	0.204	0.059	0.720	0.586	0.901
GABBR2	GNG2	9606.ENSP00000259455	9606.ENSP00000334448	0	0	0	0	0	0.800	0.650	0.247	0.942
GABBR2	KCNJ6	9606.ENSP00000259455	9606.ENSP00000477437	0	0	0	0	0.152	0	0.900	0.592	0.962
GABRA1	GABRB2	9606.ENSP00000393097	9606.ENSP00000274547	0	0	0.088	0.837	0.363	0.979	0.540	0.473	0.996
GABRA1	GABRG2	9606.ENSP00000393097	9606.ENSP00000410732	0	0	0.071	0.903	0.440	0.990	0.540	0.498	0.998
GABRA4	GABRG2	9606.ENSP00000264318	9606.ENSP00000410732	0	0	0.064	0.878	0.196	0.800	0.540	0.137	0.929
GABRA4	GABRD	9606.ENSP00000264318	9606.ENSP00000367848	0	0	0.091	0.832	0.199	0.914	0.540	0.227	0.973
GABRB2	GABRG2	9606.ENSP00000274547	9606.ENSP00000410732	0	0	0.084	0.806	0.333	0.927	0.540	0.566	0.989
GAD1	PVALB	9606.ENSP00000350928	9606.ENSP00000216200	0	0	0	0	0.133	0.091	0	0.962	0.968
GAD1	SLC32A1	9606.ENSP00000350928	9606.ENSP00000217420	0	0	0	0	0.228	0	0.500	0.946	0.977
GAD1	GLS2	9606.ENSP00000350928	9606.ENSP00000310447	0.069	0	0	0	0.218	0	0.900	0.405	0.950
GAD1	GAD2	9606.ENSP00000350928	9606.ENSP00000365437	0	0	0.056	0.968	0.212	0.321	0.900	0.464	0.968
GAD2	SLC32A1	9606.ENSP00000365437	9606.ENSP00000217420	0	0	0	0	0.307	0	0.500	0.966	0.987
GAD2	GLS2	9606.ENSP00000365437	9606.ENSP00000310447	0.069	0	0	0	0.230	0	0.900	0.345	0.946
GAP43	SYN1	9606.ENSP00000377372	9606.ENSP00000295987	0	0	0	0	0.208	0	0	0.886	0.905
GDA	HPRT1	9606.ENSP00000238018	9606.ENSP00000298556	0.111	0	0	0	0.056	0	0.911	0.540	0.961
GDA	PNP	9606.ENSP00000238018	9606.ENSP00000354532	0.111	0	0	0	0.083	0	0.956	0.789	0.991
GDF15	RET	9606.ENSP00000252809	9606.ENSP00000347942	0	0	0	0	0	0.902	0	0.595	0.958
GLMN	NLRP3	9606.ENSP00000359385	9606.ENSP00000337383	0	0	0	0	0	0	0.900	0.183	0.914
GNG13	PDE1A	9606.ENSP00000248150	9606.ENSP00000410309	0	0	0	0	0.086	0	0.900	0.110	0.911
GNG13	GNG3	9606.ENSP00000248150	9606.ENSP00000294117	0	0	0	0	0.159	0	0.540	0.873	0.946
GNG2	NMU	9606.ENSP00000334448	9606.ENSP00000264218	0	0	0	0	0	0.800	0.500	0.371	0.931
GNG2	HTR2C	9606.ENSP00000334448	9606.ENSP00000276198	0	0	0	0	0	0.941	0	0	0.941
GNG2	HTR5A	9606.ENSP00000334448	9606.ENSP00000287907	0	0	0	0	0.076	0.816	0.650	0.074	0.937
GNG2	VIPR1	9606.ENSP00000334448	9606.ENSP00000327246	0	0	0	0	0	0.823	0.500	0	0.907
GNG2	PIK3R5	9606.ENSP00000334448	9606.ENSP00000392812	0	0	0	0	0.068	0.225	0.650	0.760	0.931
GNG2	LPAR1	9606.ENSP00000334448	9606.ENSP00000363553	0	0	0	0	0	0.816	0.500	0.439	0.944
GPR158	RGS7	9606.ENSP00000365529	9606.ENSP00000355523	0	0	0	0	0.184	0.900	0	0.885	0.989
GRP	VIP	9606.ENSP00000256857	9606.ENSP00000356213	0	0	0	0	0.118	0	0	0.919	0.925
GRP	SST	9606.ENSP00000256857	9606.ENSP00000287641	0	0	0	0	0.114	0	0	0.941	0.946
GRP	TAC1	9606.ENSP00000256857	9606.ENSP00000321106	0	0	0	0	0.049	0	0	0.995	0.995
GSTM4	GSTZ1	9606.ENSP00000358851	9606.ENSP00000451976	0	0	0	0	0.060	0.074	0.500	0.840	0.921
H2AC12	H2AC13	9606.ENSP00000366679	9606.ENSP00000351589	0	0	0.048	0.985	0.267	0.900	0.400	0.049	0.952
HCLS1	VASP	9606.ENSP00000320176	9606.ENSP00000245932	0	0	0	0	0.086	0	0	0.938	0.941
HCLS1	SCIN	9606.ENSP00000320176	9606.ENSP00000297029	0	0	0	0	0	0.042	0	0.986	0.986
HLA-DQA1	HLA-DRB5	9606.ENSP00000339398	9606.ENSP00000364114	0	0	0	0.650	0.322	0.471	0.650	0.331	0.904
HPRT1	PDE1A	9606.ENSP00000298556	9606.ENSP00000410309	0	0	0	0	0	0	0.900	0.059	0.901
HPRT1	PDE10A	9606.ENSP00000298556	9606.ENSP00000355847	0	0	0	0	0	0	0.900	0.092	0.905
HPRT1	PNP	9606.ENSP00000298556	9606.ENSP00000354532	0.111	0	0	0	0.123	0.069	0.956	0.704	0.989
HSPA1A	HSPB1	9606.ENSP00000364802	9606.ENSP00000248553	0	0	0	0	0.375	0.091	0.800	0.826	0.977
HSPA1A	HSPA1B	9606.ENSP00000364802	9606.ENSP00000364801	0	0	0.046	0.988	0.775	0.900	0.500	0.551	0.994
HSPA1B	HSPB1	9606.ENSP00000364801	9606.ENSP00000248553	0	0	0	0	0.300	0.091	0	0.912	0.939
HSPA1B	TLR2	9606.ENSP00000364801	9606.ENSP00000260010	0	0	0	0	0	0.102	0.900	0.988	0.998
HSPA1B	TLR4	9606.ENSP00000364801	9606.ENSP00000363089	0	0	0	0	0	0.102	0	0.937	0.941
HSPB3	IGF1	9606.ENSP00000303394	9606.ENSP00000376637	0	0	0	0	0	0	0	0.991	0.991
HTR2A	HTR2C	9606.ENSP00000437737	9606.ENSP00000276198	0	0	0	0.935	0.063	0.573	0.900	0.816	0.991
HYAL1	IDUA	9606.ENSP00000266031	9606.ENSP00000247933	0	0	0	0	0	0.090	0.900	0.455	0.946
ICAM5	ITGAL	9606.ENSP00000221980	9606.ENSP00000349252	0	0	0	0	0	0.946	0.500	0.875	0.996
IGF1	MET	9606.ENSP00000376637	9606.ENSP00000317272	0	0	0	0	0	0.063	0.650	0.744	0.908
IGLL5	TNFRSF10B	9606.ENSP00000431254	9606.ENSP00000276431	0	0	0	0	0	0.900	0	0.051	0.901
IGLL5	LILRB1	9606.ENSP00000431254	9606.ENSP00000315997	0	0	0	0	0.102	0.908	0	0.042	0.914
IGLL5	LAIR1	9606.ENSP00000431254	9606.ENSP00000375622	0	0	0	0	0.083	0.967	0	0.046	0.968
INA	NEFM	9606.ENSP00000358865	9606.ENSP00000221166	0	0	0	0.917	0.277	0.782	0	0.982	0.996
INA	NEFL	9606.ENSP00000358865	9606.ENSP00000482169	0	0	0	0.911	0.221	0	0	0.983	0.986
INSL3	RXFP4	9606.ENSP00000369017	9606.ENSP00000357301	0	0	0	0	0	0	0.650	0.744	0.906
INSM1	NEUROD1	9606.ENSP00000312631	9606.ENSP00000295108	0	0	0	0	0.364	0.091	0	0.929	0.955
IRF7	SPP1	9606.ENSP00000380697	9606.ENSP00000378517	0	0	0	0	0	0	0.900	0.287	0.925
ITGA10	ITGAL	9606.ENSP00000358310	9606.ENSP00000349252	0	0	0	0.696	0	0	0.900	0.178	0.914
ITGA10	ITGB2	9606.ENSP00000358310	9606.ENSP00000380948	0	0	0	0	0.080	0.114	0.900	0.607	0.963
ITGAL	ITGB2	9606.ENSP00000349252	9606.ENSP00000380948	0	0	0	0	0.513	0.931	0.900	0.999	0.999
ITGB2	THY1	9606.ENSP00000380948	9606.ENSP00000284240	0	0	0	0	0.049	0	0.900	0.797	0.979
KDM5D	RPS4Y1	9606.ENSP00000322408	9606.ENSP00000250784	0	0	0	0	0.999	0.065	0	0.783	0.999
KDM5D	RPS4Y2	9606.ENSP00000322408	9606.ENSP00000486252	0	0	0	0	0.779	0.065	0	0.629	0.916
KDM5D	USP9Y	9606.ENSP00000322408	9606.ENSP00000342812	0	0	0	0	0.999	0	0	0.978	0.999
LAIR1	SFTPD	9606.ENSP00000375622	9606.ENSP00000361366	0	0	0	0	0	0	0	0.959	0.959
LNX1	UBE2N	9606.ENSP00000263925	9606.ENSP00000316176	0	0	0	0	0.058	0.900	0	0.125	0.910
LPCAT4	PLA1A	9606.ENSP00000317300	9606.ENSP00000273371	0	0	0	0	0	0.045	0.900	0.153	0.912
LPCAT4	PLD3	9606.ENSP00000317300	9606.ENSP00000387050	0	0	0	0	0.047	0	0.900	0	0.900
LY96	TLR2	9606.ENSP00000284818	9606.ENSP00000260010	0	0	0	0	0.175	0.356	0.500	0.992	0.997
LY96	TLR4	9606.ENSP00000284818	9606.ENSP00000363089	0	0	0	0	0.205	0.988	0.900	0.999	0.999
MAFF	NFE2	9606.ENSP00000442060	9606.ENSP00000439120	0	0	0	0	0.075	0.184	0.500	0.933	0.971
MCHR1	MCHR2	9606.ENSP00000249016	9606.ENSP00000281806	0	0	0	0.849	0.080	0	0.900	0.179	0.917
MET	S100A8	9606.ENSP00000317272	9606.ENSP00000357721	0	0	0	0	0	0.131	0	0.920	0.927
MLKL	NLRP3	9606.ENSP00000308351	9606.ENSP00000337383	0	0	0	0	0.072	0.101	0.900	0.575	0.959
MS4A4A	VSIG4	9606.ENSP00000338648	9606.ENSP00000363869	0	0	0	0	0.777	0	0	0.822	0.958
MYBPH	OCA2	9606.ENSP00000255416	9606.ENSP00000346659	0	0	0	0	0.042	0	0	0.996	0.996
NAPB	STX1B	9606.ENSP00000482826	9606.ENSP00000215095	0	0	0	0	0.150	0.792	0.540	0.493	0.953
